,name,city,content,score,date
165,法兰西胶片,北京,管虎开篇镇场，节奏就跟他这次制片节奏一样，越紧张，越顶，不多想，可劲跑。宁浩最老辣，无疑，对市井的感知力已成精，葛大爷也成精，他早成精了吧，离开这么久的角色还能追回来。凯歌的文本解读空间最大，那俩流浪孩子，最初的存在感就是破坏，然后剪发、更衣、松绑，也是流星燃烧坠地的过程，目睹宇航员走出来时，像跨越了时间，还占着一点“百花深处”的超现实。,推荐,2019-09-30
166,从前有座山,关注此人,主旋律电影煽情绝对优秀，七个部分连在一起没有违和就像时间串起来的一个历史的见证，除了白昼流星感觉故事不是很圆满，其他的都是故事背后无数的人民和成就，好看👍,力荐,2019-09-30
167,未待春风,"Zürich, Switzerland",喜欢《北京你好》《白昼流星》《夺冠》,推荐,2019-09-30
168,樹,四川成都,如果建国史是一个成年人的话，他是具有深度遗忘症的人，只有童年和中年的记忆，不反思、不回忆。他的回忆方程式是中年的成功全源自童年记忆。参与国史写作的人是被挑选的，真正的人民都是煽情故事的背景板。中国导演对戏剧是不是有误解，他们的三板斧：1.煽情、最后一分钟营救，感动是第一要务。 2.人物成年的努力一定来自童年。3.高昂的歌曲必定是奏响，人多力量大。 陈凯歌导演写作文连逻辑都不要了。,较差,2019-10-02
169,Alcor,"Reykjavík, Iceland",我们中国，真的太不容易了！！！,力荐,2019-09-25
170,亵渎电影,北京,七位导演选择建国七十周年不同时期的重大历史事件，用普通人的视角把大家带回到不同的时代，讲述普通人的故事。把献礼片和好莱坞类型片在创作上融合，这让献礼题材焕发了全新的生命力，更有娱乐性和观众缘。七位导演都展现了很高的类型片技巧含金量，在叙事节奏和塑造人物方面做的都很不错，第一观感严重超出了预期。管虎和徐峥在类型技巧的使用上非常出彩，张一白拍的情感饱满，宁浩拍的轻松自在，陈凯歌的故事文学性最强，薛晓路有着电影学院老师才有的专业性，文牧野拍出了女性气质，基本上每位导演都保证了片子的完成度，还保留了一些自己的风格和影子，可以说颠覆了我对这类主旋律献礼题材的想象。毫无疑问，今年的国庆档里，我的祖国是最棒的！,推荐,2019-10-01
171,WZzapr,四川成都,我和我的祖国，七个故事，各有千秋，宁浩很灵，徐峥最有趣，陈凯歌最大气电影感最强，可惜拿了个最不好的本子，葛大爷最稳，他有一种往镜头前一站，就代表了故事本身的气质，那种把任何故事娓娓道来的功力真的牛，自然而不落俗什么人物都能演。,推荐,2019-09-30
172,似水流年,"库尔勒, 巴音郭楞","几种价值：
1.因为我们是中国人，所以我们应该无条件为国家利益放弃所有个人情感。（《相遇》《夺冠》）
2.国家意识可以抹平一切个体差异带来的冲突（《前夜》），可以解决一切现实的问题（《白昼流星》）。
3.曾经为集体付出的，体制必将会议某种形式进行补偿（《夺冠》《回归》）。
4.精英主义充斥全片，那么究竟是谁和谁的祖国？",较差,2019-09-29
173,李霁琛,江苏南京,《北京你好》特别宁浩。这个短片我很喜欢，有生活感，有北京味儿，葛优这个出租司机的角色，把“我和我的祖国”里的“我”刻画得最平实自然。,推荐,2019-09-28
174,太阳还会升起,吉林长春,葛大爷不愧是葛大爷,推荐,2019-10-01
175,迷失,浙江杭州,上映前真的很期待，因为陈凯歌，因为王菲，因为预告片。看预告时就最喜欢陈凯歌的白昼流星，其次再是宁浩的北京奥运、张一白的相遇、薛晓路的回归、徐峥的夺冠，但没想到相遇拍的稀巴烂，可惜了张译的演技。回归和夺冠也只是让我感动于真实发生的那个事件，如果没有真实事件的依托，和原历史视频的插入，可能我真的要愤然离席了。剩下的前夜，我在看预告的时候就觉得不行，而护航我看完觉得没啥共鸣。所以我觉得不错的只有北京奥运和白昼流星了，这两部我觉得是完全可以单独拍一整部的，我个人也更喜欢白昼流星，因为这名字真的太好听了，而且两位青年演员也演得很不错，但这样的故事加入爱国主旋律就稍有些奇怪，如果能单拎出来拍，我希望白昼流星会是一个有着浓郁边疆文化的民族故事。,推荐,2019-09-30
176,南国北郭,北京,时代和国家好大，我们好小。,推荐,2019-09-30
177,ciao,重庆,七位导演都在线 每一部各有千秋 但是能不能多花点心在每个片之间的衔接 太突兀太尴尬 最打动的故事是不包括结尾的夺冠,推荐,2019-09-30
178,时也,关注此人,听着国歌声，看到五星红旗迎风飘扬，看到白色军装的护旗手庄严地敬礼，我内心的激动无法言表。,推荐,2019-09-30
179,西小瓜,北京,命题作文……糊弄谁呢,很差,2019-10-01
180,迷失,浙江杭州,上映前真的很期待，因为陈凯歌，因为王菲，因为预告片。看预告时就最喜欢陈凯歌的白昼流星，其次再是宁浩的北京奥运、张一白的相遇、薛晓路的回归、徐峥的夺冠，但没想到相遇拍的稀巴烂，可惜了张译的演技。回归和夺冠也只是让我感动于真实发生的那个事件，如果没有真实事件的依托，和原历史视频的插入，可能我真的要愤然离席了。剩下的前夜，我在看预告的时候就觉得不行，而护航我看完觉得没啥共鸣。所以我觉得不错的只有北京奥运和白昼流星了，这两部我觉得是完全可以单独拍一整部的，我个人也更喜欢白昼流星，因为这名字真的太好听了，而且两位青年演员也演得很不错，但这样的故事加入爱国主旋律就稍有些奇怪，如果能单拎出来拍，我希望白昼流星会是一个有着浓郁边疆文化的民族故事。,推荐,2019-09-30
181,锦瑟无端,关注此人,在回归故事中，仪仗队的旗手迈着铿锵有力整齐无比的步伐走到了升旗台前。看着这三个英姿飒爽的军人，将五星红旗准点升起，我太骄傲和自豪了！,力荐,2019-09-30
182,南国北郭,北京,时代和国家好大，我们好小。,推荐,2019-09-30
183,从前有座山,关注此人,主旋律电影煽情绝对优秀，七个部分连在一起没有违和就像时间串起来的一个历史的见证，除了白昼流星感觉故事不是很圆满，其他的都是故事背后无数的人民和成就，好看👍,力荐,2019-09-30
184,字母君,湖南长沙,"令人惊讶的是，从《前夜》中困难重重的指令传达，到《相遇》的人物命运、《夺冠》中加于孩子身上的复杂牺牲精神和简直有恶政隐嫌疑的狗、《回归》中《东方之珠》和主人公的逃港者身份、《北京你好》中对小市民心态的呈现和数句结合时代可解读出特殊意味的台词、《白昼流星》警员审讯方式、三位主角身份和强扭的平民视角，再到最后《护航》平民视角的完全消失，几乎所有导演都在集体回忆中或主动、或被动地提取出了对集体主义、官僚作风和国民性不同程度的反思。
按喜爱程度排的话大概是：宁浩（不过题目本身也最容易发挥）＞★★★＝徐峥＞张一白（长镜头后景运用非常厉害，但水平飘忽不定）＞管虎＞★★＝陈凯歌（题目难拍，但很好的贯彻了第五代精神）＞薛晓路（出发点好，但材质处理不佳，群像也太像铺大饼）＞文牧野（不切题，而且拍得有些油腻）。",还行,2019-09-28
185,Alcor,"Reykjavík, Iceland",我们中国，真的太不容易了！！！,力荐,2019-09-25
186,jj73浅之,北京,短片集最残酷的点是，主创能力高下立现。谁会讲故事、谁运镜讲究、谁审美怎么样，哪个演员啥都能演、哪个演员天生讨喜，太一目了然了……,null,2019-09-28
187,ciao,重庆,七位导演都在线 每一部各有千秋 但是能不能多花点心在每个片之间的衔接 太突兀太尴尬 最打动的故事是不包括结尾的夺冠,推荐,2019-09-30
188,时也,关注此人,听着国歌声，看到五星红旗迎风飘扬，看到白色军装的护旗手庄严地敬礼，我内心的激动无法言表。,推荐,2019-09-30
189,西小瓜,北京,命题作文……糊弄谁呢,很差,2019-10-01
